Tags,Package,Name,Verdict,Useful?/Replayable?,Best?,REPL-less?,GUI?,Windowed?,Starts fast?,Runs fast?,Install Cost,Home Cost,Rank,Notes
education preschool primaryschool games education,pysiogame,Edutainment Suite,PASS,No?,Yes?,Yes?,Yes,Yes,Yes,Yes,27,,18090,"This looks quite similar to gcompris.  The artwork looks much better.  It might have fewer minigames/applets, but nearly as many (UPDATE: no, it has at least as many.  You just need to pick 'Show All' instead of 'Kindergarten'.)  I like this quite a lot more than gcompris, I think!"
games puzzle GNOME,lightsoff,,PASS,,,,,,,,2,,4723,"UNPOPULAR (hours per site-year).  Much more intuitive than it used to be.  Not sure how many puzzles, so replay value might be low.  NOTE: gcompris-qt also has this under Penguin > Logic > Lights Off."
education logic-games education finest puzzle,atomix,Atomix,PASS,Yes?,Yes,Yes,Yes,Yes,Yes,Yes,1,,19672,"UNPOPULAR (hours per site-year).  Sokoban-like sliding puzzle game.  Only 19 levels, so limited replay value.  Small cost, so don't care about that?"
games KDE science chemistry,katomic,Atomix,FAIL,,No,,,,,,21,,12514,"Prefer atomix."
games KDE,knavalbattle,Battleships (board game),PASS?,Yes?,Yes,,,,,,21,,11974,"UNPOPULAR (hours per site-year).  Geared towards online play, but has a basic 1P vs AI mode.  No 2P hotseat."
games board strategy,gbatnav,Battleships (board game),FAIL,,No,,,,,,1,,30998,"Entirely geared towards online play.  If this is usable 1P solo, it's not obvious how."
-,gnucash,Finance Management,PASS,Yes?,Yes,Yes,Yes,Yes,Yes,Yes,63,,,"UNPOPULAR (hours per site-year).  With gnucash-docs, Install Cost jumps from 63MB to 157MB ☹"
games strategy,qonk,,PASS,Yes,Yes,Yes,Yes,Yes,Yes,Yes(ih),4,,35789,"UNPOPULAR (hours per site-year).  Simple, fun, space-theme game with RISK-style gameplay.  Needs help screen (we patched one in).  No FPS limiter, so uses 100% CPU, ALWAYS."
games KDE,konquest,,FAIL,,,,,,,,20,,12256,"This is like qonk, except it is turn-based and has 1P vs AI or MP hotseat.  It is not very clear HOW to play this game.  The gameplay/artwork also looks very dull."
games arcade shootemup,freedroid,Paradroid clone,PASS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14,,24711,"UNPOPULAR (hours per site-year)"
games finest puzzle,numptyphysics,Crayon Physics clone,,,,,,,,,2,,21668,"UNPOPULAR (hours per site-year)"
games arcade,late,JezzBall clone,FAIL,,,,,,,,3,,34706,"UNPOPULAR (hours per site-year).  Prefer https://itch.io/games/html5/tag-jezzball"
games KDE,kbounce,JezzBall clone,PASS,,,,,,,,23,,11770,"We used to ship this, but we switched to late to reduce install cost.  Both are kinda shit.  Prefer https://itch.io/games/html5/tag-jezzball"
education astronomy primaryschool secondaryschool,kstars,Stellarium,PASS?,,,,,,,,72,,11576,"UNPOPULAR (hours per site-year).  Partly overlaps with marble-qt (which has a star map layer).  Needs 'indi-bin' to work (adds 3MB to Install Cost)."
education astronomy TWB-HATES,stellarium,Stellarium,FAIL,,,,,,,,200,,7136,"Wow this has a huge install cost!  Basically the same as kstars?  200MB is just way too much!"
education astronomy,openuniverse,Space Simulator,FAIL,No?,,,,,,No,,,,"Lite stellarium/celestia equivalent.  Constantly pegs CPU at 100%.  Can't work out how to change planet."
education graphics science engineering,librecad,CAD,PASS?,Yes?,No?,Yes,Yes,Yes,Yes,Yes,12,,5774,"UNPOPULAR (hours per site-year).  Seems to basically work, but NOT USEFUL for inmates?  Has a REPL, but does not accept sh commands.  Qt toolkit, which looks a bit shit, but not as shit as kicad.  Smaller than kicad, too.  Writes to DXF.  For most jobs, I think inkscape is better..."
science engineering viewing,solvespace,CAD,,,,,,,,,8,,15486,
education electronics,kicad,CAD (circuit),FAIL,No?,No?,Yes?,Yes,Yes,Yes,Yes,64,,5787,"KDE toolkit, but otherwise seems OK.  Embeds zip/unzip, but does not seem to include banned AES encryption.  Does not seem to include any templates though, so it's like 'now what?'.  kicad-doc-en adds another 25MB to the install cost.  Comes with like 6 extra .desktop files that run GUI helper utilities.  I did not look at those properly."
education electronics,electric,CAD (circuit),,,,,,,,,89,,18726,
education electronics,xcircuit,CAD (circuit),FAIL,,,No!,,,,,1,,19659,"Has a TCL REPL."
education electronics,pcb,CAD (circuit),FAIL,No,,,,,,,3,,161835,"I don't know how to drive this but I do not care anymore.  FIXME: GTK2 -- will go away."
education graphics TWB-HATES,scribus,Desktop Publishing,FAIL,,,,,,,,145,,6428,"EXTREMELY UNPOPULAR (minutes per site-year).  Really the only option for 'professional-grade' DTP.  Does anyone WANT that?  Amateurs can get 'good enough' results with just LibreOffice Writer.  FIXME: include scribus-template (adds 2MB to Install Cost).  conz makes me install scibus-doc which adds 50MB to Install Cost.  CAN BE USED AS A TEXT EDITOR.  First type 'T' then click to insert a text box.  THEN, you can use File>Import>Get Text... and File>Export>Save Text... to edit a .txt file, and thus to edit a shell script file."
education language preschool primaryschool KDE,khangman,Hangman,FAIL,No?,No,Yes,Yes,Yes,,,27,-,10419,"EXTREMELY UNPOPULAR (minutes per site-year).  Only stand-alone GUI hangman game in Debian, but there IS a hangman inside gcompris-qt (ABC -> Words -> Hangman).  Nobody ever asked for this.  Does not start anymore, hence fail.  Instead of trying to fix this, recomend switch to web-based (e.g. wordle)"
education mathematics primaryschool secondaryschool KDE,kbruch,Fractions Trainer,PASS,No?,No?,Yes,Yes,Yes,Yes,Yes,19,-,10326,"EXTREMELY UNPOPULAR (minutes per site-year).  VERY UNPOPULAR This teaches ONE TINY thing.  Is it really worth it?  Nobody ever asked for this.  Does gbrainy include this?  If so, fuck this KDE right off."
education mathematics,jfractionlab,Fractions Trainer,FAIL,,No,,,,,,38,,22072,"Java.  Uglier than kbruch.  Based on jclic.  Prefer kbruch, or (better, but not exact replacement) pysiogame."
education misc,planner,Project Planner,PASS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,,11144,"EXTREMELY UNPOPULAR (minutes per site-year).  Fine.  No real alternatives."
education physics primaryschool secondaryschool KDE,step,Physics Trainer,PASS?,No?,No,Yes,Yes,Yes,Yes,Yes,21,,10676,"EXTREMELY UNPOPULAR (minutes per site-year).  2D spring-and-weight stuff.  Nobody ever asked for this.  Includes a tutorial.  FIXME: if anyone WANTS this, switch to web-based, maybe something in jupyter notebooks?  Prefer https://www.geogebra.org/"
education science mathematics,geogebra,Geometry Trainer,FAIL,No?,No,,,,,,59,,8471,"Use java widgets, so does not match desktop GTK/Qt theme.  The current version of this appears to be web-based ANYWAY, so just go straight to the web version?  https://www.geogebra.org/  https://www.geogebra.org/geometry  The web version looks quite good!"
education secondaryschool mathematics science viewing,lybniz,Graphics Calculator,PASS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,-,12680,"EXTREMELY UNPOPULAR (minutes per site-year).  Useful for high school students doing trigonometry.  Replaces a bigger KDE edu app (cantor) which bundles a text editor.  Nobody ever asked for this.  It's small enough we do not care."
science viewing,geg,Graphics Calculator,FAIL,Yes,No,,Yes,Yes,Yes,Yes,1,,23190,"TEXT EDITOR.  Worse than lybniz?  More complicated menus.  Has a text editor widget.  Not clear if editor widget allows editing shell scripts.  I think it will if you rename the script to ~/.geg, then rename it back.  FIXME: GTK2 -- will go away.  Appears in 'Applications > Other' because .desktop is slightly derp.  Prefer lybniz."
education mathematics primaryschool secondaryschool KDE,kmplot,Graphics Calculator,FAIL,Yes,No,,,,,,20,,10149,"KDE file open/save is broken (by something we did to lock down KDE?).  Can do polar coordinates (not just cartesian).  I do not think that is interesting enoguh to care.  Nobody uses the graphics calculator on PrisonPC anyway."
education mathematics,graphmonkey,Graphics Calculator,FAIL,Yes,No,,,,,,20,,21674,"Prefer lybniz.  This is a multi-window UI, which is automatically more annoying.  NOBODY does this design since about 2005."

--------------------,--------------------,NEW GAMES,----,----,----,----,----,----,----,----,----,----,----,--------------------
games puzzle TWB-LIKES,gplanarity,Planarity,PASS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,,24348,"Cable untangling game.  Fun!  Not sure how many levels, so maybe limited replay, but small cost, so fuck it.  Based on a flash game, so good candidate for 'move into the browser'."
games board TWB-LIKES,pegsolitaire,,PASS?,No?,,,,,,,1,,35535,"GTK, plays OK, no real replay value though, since the board is always set up the same.  Small enough we do not mind?"
games board,peg-solitaire,,FAIL,,,,,,,,1,,30456,"Sort of like single-player reversi or draughts?  Bugged.  Defaults to Catalan (not English).  Whn you quit, tries to browse to 'register online' page."
games board,peg-e,,FAIL,,,,,,,,1,,31894,"Qt (but not KDE).  Slightly ugly.  Messy menus.  Works vaguely OK."
games rogue,meritous,,PASS?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,,41705,"Can't resize window.  Supports fullscreen, but only by editing launch options.  Seems like a dungeon crawler, with one attack.  Randomized rooms.  Sound effects.  Feels rather arcadey than roguey. Would be an easy pass if it were 1MB.  At 10MB, is a tentative pass?"
games PrisonPC TWB-LIKES,crawl-tiles,Crawl (tiles),PASS,Yes,Yes,Yes,Yes,No,Yes(ish),Yes,12,11,22010,"Popular in the general gaming community.  Great tutorial.  Great gameplay.  No sound effects.  OK-to-bad art.  FIRST start is very slow due to 'compiling' maps into $HOME (like xmoto).  Uses lua for internal scripting, but I'm 95% sure you can't get a REPL that can affect stuff outside the game (e.g. system(3)).  The pixel art is a bit crap, but we cannot give them the text version.  There is an online browser version, but by default it supports internal chat.  We would have to host our own (doable, but maybe not worth while)."
games rogue TWB-LIKES,cataclysm-dda-sdl,Cataclysm DDA,PASS?,Yes,Yes,Yes???,Yes,No,Yes,Yes,33,2,26172,"Extremely popular in the general gaming community.  Has sound effects!  New Game and Save Game are a little slow, but OK.  Good C64-style art.  Might have a REPL buried somewhere in the zillion menus, but does not depend on any scripting languages, so PROBABLY not."
games rogue TWB-LIKES,allure,Allure of the Stars,PASS?,Yes?,Yes,Yes???,Yes,Yes,,,6,,32530,"Looks like a Moria/Angband text-based dungeon crawler, but sci-fi themed instead of fantasy themed.  Looks pretty fun, but no tutorial?   I haven't played this myself."
games rogue,lambdahack,,PASS?,,,,,,,,6,,49548,"Same engine as allure.  Same opinions.  No .desktop, but running /usr/games/LambdaHack works.  Fantasy theme?"
games finest rogue,hyperrogue,,PASS?,,,,,,,,11,,23688,"Very simple, graphical roguely.  Click-to-win gameplay.  You 'lose' by having no valid moves left, like in checkers or something.  MUCH better on a touchscreen!  FIXME: optionally, add hyperrogue-music (adds 58MB)."
games PrisonPC,powder,,PASS?,,,,,,,,2,,35584,"Rogue-like. Sprites. Is the UI too complicated?"
games PrisonPC,slashem-gtk,,FAIL,No,,,,,,,3,,34118,"Crashes on start, I think due to chmod-scary-binaries.conf nerfing write access to /var.  Works when run as root.  Looks like basically it is GTKized nethack.  Not interesting enough to puruse further."
games PrisonPC,slashem-sdl,,FAIL,No,,,,No,,,4,,39169,"Fullscreen.  Crashes on start.  Does not restore correct resolution on exit.  Prefer slashem-gtk?"
games PrisonPC,slashem-x11,,FAIL,No,,,,,,,2,,34119,"Crashes on start due to missing font files, I think.  Prefer slashem-gtk?"
games rpg,crossfire-client,,FAIL,No,,,,,,,9,,28737,"With local server installed, I cannot work out how to launch a single-player local session from the GUI.  Not worth pursuing further?"
games rogue,gearhead-sdl,Gearhead: Arena,FAIL?,Yes?,,,,Yes,,,5,,156470,"Same as https://gearhead.itch.io/gearhead-arena  Isometric graphical Mechwarrior-themed anime-ish roleplaying game.  Looks kinda janky but maybe fun?  I haven't played this myself."
games rogue,gearhead2-sdl,Gearhead 2,FAIL?,Yes?,,,,,,,11,,317427,"Same as https://gearhead.itch.io/gearhead-2      Isometric graphical Mechwarrior-themed anime-ish roleplaying game.  Looks kinda janky but maybe fun?  I haven't played this myself.  DOES NOT START because .desktop is bugged???  When run as root it opened OK, but New Character didn't start the game.  I then had to separately pick Load Campaign and then load the character I just made.  Seems extra jank....."
games rogue,nethack-x11,Nethack,FAIL,,,,,,,,3,,19064,"Not tested because needs extra-special workarounds for chmod-scary-binaries.conf"
games rogue,nethack-qt,Nethack,FAIL,,,,,,,,3,,35513,"Not tested because needs extra-special workarounds for chmod-scary-binaries.conf"
games PrisonPC,glhack,Nethack,FAIL,,,,,,,,3,,31026,"Not tested because needs extra-special workarounds for chmod-scary-binaries.conf"
games PrisonPC,zangband,,FAIL,,,,,,,,2,,39398,"Not tested because needs extra-special workarounds for chmod-scary-binaries.conf"
games rogue,angband,,FAIL,,,,,,,,12,,24266,"Saves into /var/games by default, so not persistent across reboots, AND blocked completely by chmod-scary-binaries.conf.  The x11 .desktop does not work (legacy font system).  The SDL .desktop works, but the font is very small and cannot be changed?  Also not a very good game by modern roguelike standards.  Prefer crawl."
science typesetting,texstudio,,FAIL,,,,,,,,7,,6417,"Includes text editor (i.e. can author shell scripts).  Also not really useful without texlive, which increases the Install Cost by another 70MB or more."
games finest rpg,minetest,,FAIL,,,,,,,,12,,7512,"With all mintest-mod-* packages, Install Cost is 23MB.  You can enable mods via the GUI launcher.  There are still no real instructions.  There are still no enemy/monster mods in Debian.  Because it feels half-finished, I am rejecting this in 2022, as I did in 2016."
games arcade finest simulation,pinball,Pinball,FAIL,,,,,,,,13,,15966,"There are 5 tables after installing pinball-table-hurd pinball-table-gnu (adds 2MB to Install Cost).  The game is basically playable, but it feels very proof-of-concept basic.  The showstopper annoying thing for me, is that even though the tables themselve are portrait, the game window is forced to run at fixed 16:10 resolutions.  So it cannot run as a 'nice' size on a 1920x1080 (16:9) display we use in production.  Fullscreen crashes the app.  Prefer something like this: https://siltocyn.itch.io/bumper-clamber  https://itch.io/games/html5/tag-pinball"
games toys,cappuccino,,FAIL,,,,,,,,,,,"Meant as a 'boss mode', could act as a sort of idle game.  No .desktop file."
games arcade,ceferino,Pang clone,PASS,Yes,,Yes,Yes,Yes,Yes,Yes,10,,22640,"The alternative is pangzero, bigger and less popular.  Browser-based alternative MUCH preferred.  https://itch.io/games/html5/tag-pang"
games arcade,pangzero,Pang clone,FAIL,Yes,No,Yes,Yes,No,Yes,No,19,,30447,"Feels even uglier than ceferino.  Fullscreen.  Sound glitched."
games fps,enemylines3,,PASS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,,35935,"The entire game is SUPER lo-fi, but this feels oddly good.  Like minecraft rather than 'my first attempt at a game'.  If this was 2MB, it'd be a no-brainer.  At 11MB, I still mostly like it."
games fps,enemylines7,,FAIL,No,,,,,,,9,,38998,"Massive disappointment compared to enemylines3.  In this one, you have to shoot down bomber wings, instead of soldiers.  Due to playing on a 2D screen, it's impossible to lead targets effectively, so you end up just spamming fire.  Feels like you're a flak gunner in the Battle of Britain.  NOT FUN AT ALL."
games KDE,knetwalk,Network game,PASS,Yes?,Yes?,Yes,Yes,Yes,Yes,Yes,21,,11199,"This is not exactly a clone of https://en.wikipedia.org/wiki/Pipe_Mania but it's vaguely in the same genre.  Browser-based options look like this: https://kreyk29.itch.io/loop"
games programming strategy education misc,colobot,,FAIL,,,,,,,,89,,21598,"This is super alpha-quality game.  It's really hard to understand what you are supposed to do.  I tested version 0.1.  Debian 12 will have version 0.2 which might be remotely playable.  I could not even work out how to get to the part where you write programs for the bots in java.  It was also using a shitload of CPU power on my good laptop, so probably not even playable on the H81 AIO desktops.  So yeah, fuck this game."
games puzzle education logic-games secondaryschool,einstein,Zebra Puzzle,FAIL,No,,,,No,,,10,,14941,"This is SUPER confusing.  I have no idea what the fuck is going on at all.  I think this is supposed to be giving a bunch of logic assertions, and then from there you click on things to eliminate possibilities.  But it's all done in weird symbols, and the built-in help didn't help.  https://en.wikipedia.org/wiki/Zebra_Puzzle"
games arcade simulation strategy,netrek-client-cow,,FAIL,No,,,,,,,10,,67678,"This is a multiplayer-only online game.  Like a MUD."
games arcade finest racing,armagetronad,Tron,PASS,Yes,Yes,Yes,Yes,,Yes,No?,3,,17205,"The first time you play this, it has a tutorial.  Up to 2-4P adversarial split-screen keyboard-sharing.  Single player vs. AI.  This uses a LOT of CPU, so might not be playable on H81?  Otherwise seems fine.  As at 2022, more polished than gltron.  Has netcode but isn't super obtrusive about it after the first 'do you have ADSL or dialup?' question."
games arcade racing,gltron,Tron,FAIL,Yes,No,,,,,,5,,23442,"Nowadays, not as good as armagetronad."
games board finest strategy,pioneers,Settlers of Catan,FAIL,No,,,,,,,4,,23181,"This is heavily geared towards online network play.  In theory it looks like you could play offline (but maybe only single-player, so pointless), but I could not get it to work."
games arcade finest,ri-li,,FAIL,No,No,,,,,,21,,19797,"This is basically Snake, except you can only turn left/right as specific points.  The game resolution is fixed and small.  If this was a 1MB game I might say 'ah fuck it', but really this is just too crap."
games arcade education finest,tuxmath,,FAIL,No,,,,No,,,19,,15142,"This is shit.  It looks like Missile Command, but actually you see e.g. '3+1=?' fall down and press 4 to shoot it.  For the install cost, NOT interesting at all.  For educational games, pysiogame or gcompris-qt has much more content."
